Pclass,Sex,Age,SibSp,Parch,Fare,Survived
1,1,0.3375,0,0,0.149765424,1
3,1,0.25,0,0,0.018006001,0
3,1,0.175,5,2,0.091542703,0
2,1,0.75,1,1,0.07612293,0
2,1,0.3125,1,2,0.081157193,0
3,1,0.175,4,1,0.077464841,0
3,1,0.2375,0,0,0.019852079,0
3,1,0.225,0,0,0.015216388,0
1,0,0.1875,0,1,0.412503328,1
1,1,0.3875,1,0,0.11125659,1
3,0,0.05,0,1,0.026187654,1
3,1,0.3625,0,0,0.110272458,1
3,1,0.3125,0,0,0.014102261,0
1,1,0.75,0,0,0.051822149,0
2,1,0.65,0,0,0.026350245,0
3,1,0.55,0,0,0.015712554,0
3,0,0.3625,0,0,0.015094396,1
1,1,0.6125,1,1,0.216429788,0
3,1,0.525,0,0,0.014931806,0
1,0,0.225,1,0,0.444099224,1
1,1,0.4375,0,0,0.051309783,1
3,0,0.225,0,1,0.028212719,0
3,1,0.3125,0,0,0.015110792,0
3,1,0.325,1,0,0.015330377,0
2,1,0.4875,0,0,0.05074862,0
2,0,0.5625,0,0,0.026350245,1
1,1,0.525,0,0,0.051309783,1
1,0,0.275,0,0,0.2958059,1
3,1,0.3625,1,1,0.02975782,1
1,0,0.3,0,0,0.096625763,1
1,1,0.3625,0,0,0.051822149,0
1,1,0.6,1,0,0.10149724,1
3,1,0.3625,0,0,0.018510169,0
2,1,0.65,0,0,0.02537431,0
3,1,0.2375,0,0,0.014931806,0
1,0,0.475,0,0,0.444099224,1
2,0,0.3375,0,0,0.020494635,1
3,1,0.3625,0,0,0.030253985,0
3,1,0.4125,0,0,0.015175789,0
2,0,0.075,0,1,0.06441171,1
3,1,0.2125,1,0,0.013768881,0
2,1,0.425,0,0,0.02537431,0
2,1,0.625,0,0,0.02537431,0
1,1,0.3375,1,0,0.103644297,1
3,1,0.25,0,0,0.016908074,0
2,0,0.375,3,0,0.04098927,1
3,0,0.3625,0,0,0.015102594,1
2,1,0.3125,1,0,0.05074862,0
3,0,0.3125,1,0,0.01546857,0
1,0,0.3625,0,0,0.412503328,1
3,1,0.1375,0,0,0.036670758,0
2,1,0.3625,0,0,0,0
2,1,0.2875,0,0,0.02537431,0
2,1,0.2875,0,0,0.02537431,0
3,1,0.35,0,0,0.031425107,0
3,0,0.6,1,3,0.067095532,0
1,1,0.4375,0,0,1,1
3,1,0.3625,0,0,0.015411575,0
3,1,0.3625,0,0,0.015411575,0
1,1,0.3625,0,0,0.0585561,1
1,1,0.45,1,0,0.15390495,0
1,0,0.2625,2,2,0.512121894,1
3,1,0.3,1,0,0.031425107,0
3,1,0.3875,0,0,0.01546857,1
1,1,0.875,1,1,0.138582771,0
3,1,0.2,1,1,0.039525368,0
2,0,0.375,0,0,0.02537431,1
1,1,0.2375,1,0,0.103644297,0
3,1,0.3875,0,0,0.015126993,0
2,0,0.05,1,1,0.04489301,1
3,1,0.075,0,1,0.024349578,1
3,1,0.4125,0,0,0.018542765,0
3,1,0.2875,0,0,0.015411575,0
2,0,0.6,1,2,0.126871551,1
2,1,0,1,1,0.028302115,1
3,1,0.35,0,0,0.015216388,0
2,1,0.225,0,0,0.022446505,0
3,1,0.425,0,0,0.015712554,0
1,0,0.4125,0,0,0.168836756,1
3,1,0.3625,0,0,0.028302115,0
3,1,0.5125,0,0,0.013907074,0
3,1,0.25,0,0,0.014110459,1
1,0,0.45,1,2,0.234224401,1
3,1,0.2,0,0,0.015175789,0
1,0,0.6375,1,0,0.152164468,1
1,1,0.3625,0,0,0.077294052,0
3,0,0.375,0,0,0.015126993,0
3,1,0.3625,1,0,0.047137661,0
3,1,0.4,0,0,0.016322513,0
3,1,0.3,0,0,0.018542765,0
3,1,0.6,0,0,0.015330377,0
2,0,0.7125,0,0,0.020494635,0
3,1,0.3625,0,0,0.014102261,0
2,0,0.675,1,3,0.04489301,1
3,1,0.225,0,0,0.015126993,0
3,1,0.3625,0,0,0.015126993,0
3,0,0.0625,0,0,0.024349578,1
3,1,0.3625,0,0,0.015102594,0
1,0,0.5375,0,1,0.412503328,1
3,0,0.1625,0,0,0.014110459,1
1,0,0.2125,1,0,0.11125659,1
1,1,0.3625,0,0,0.0585561,0
3,1,0.3625,1,2,0.045771352,0
3,1,0.3125,0,0,0.013760684,0
3,1,0.3125,0,0,0.014151058,0
3,0,0.225,0,0,0.014630827,1
3,1,0.1,4,1,0.056848214,0
3,1,0.0125,1,2,0.040159725,1
1,1,0.575,0,0,0.154588105,0
3,1,0.3625,0,0,0.015126993,0
2,1,0.2,0,0,0.05074862,0
3,0,0.3625,8,2,0.135752559,0
1,1,0.3625,0,0,0.059914211,0
3,1,0.3125,0,0,0.015411575,0
2,1,0.4875,0,0,0.02537431,0
1,0,0.6125,0,0,0.050610428,1
3,0,0.3875,0,0,0.016948673,1
3,1,0.375,0,0,0.014110459,0
3,0,0.375,1,1,0.047137661,0
2,1,0.425,0,0,0.02537431,0
2,0,0.3875,1,1,0.051236588,1
1,1,0.1375,1,2,0.234224401,1
3,1,0,0,1,0.016623491,1
3,1,0.3375,0,0,0.013614293,1
3,1,0.3875,0,0,0.015175789,0
1,1,0.4875,0,0,0,0
3,0,0.225,0,0,0.015175789,0
2,1,0.4875,0,0,0.02537431,0
1,0,0.4125,1,0,0.103644297,1
3,1,0.325,0,0,0.015395375,0
3,1,0.4875,0,0,0.047137661,0
2,1,0.4375,0,0,0.020494635,0
3,0,0.075,4,2,0.061044735,0
3,1,0.375,0,0,0.015712554,0
1,1,0.3625,0,0,0,0
3,0,0.2875,0,0,0.01546857,0
2,1,0.3875,1,1,0.072227388,0
3,1,0.5375,0,0,0.012589562,0
3,1,0.125,3,2,0.054457173,0
1,0,0.65,1,1,0.182499846,1
3,1,0.3375,0,0,0.016908074,1
1,1,0.475,0,0,0,0
3,0,0.3375,0,1,0.024349578,1
3,1,0.025,4,1,0.077464841,0
3,1,0.3625,0,0,0.013565497,0
3,1,0.3625,0,0,0.110272458,0
2,1,0.0125,0,2,0.072227388,1
3,1,0.3625,0,0,0.015126993,1
1,0,0.775,0,0,0.156149601,1
3,0,0.1875,1,0,0.028212719,1
2,1,0,1,1,0.036597563,1
3,1,0.3625,0,0,0.014110459,0
3,1,0.2875,0,0,0.015330377,0
3,1,0.225,0,0,0.016200521,0
1,0,0.4875,1,1,0.162314192,1
3,1,0.2625,0,0,0.016908074,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.4,0,0,0.110272458,1
1,1,0.3625,0,0,0.057970539,1
3,1,0.25,0,0,0.01546857,0
2,1,0.2,0,0,0.020494635,0
1,0,0.375,0,0,0.06050797,1
3,1,0.425,0,0,0.012565163,0
3,1,0.2125,0,0,0.016908074,0
3,1,0.525,0,0,0.014736619,0
3,1,0.3625,8,2,0.135752559,0
3,1,0.4375,0,0,0.015411575,0
2,1,0.35,0,1,0.06441171,0
1,0,0.3625,1,0,0.173919816,1
3,1,0.05,4,2,0.061044735,0
3,1,0.925,0,0,0.015175789,0
3,0,0.1125,1,1,0.02975782,0
1,0,0.2,0,1,0.076903678,1
2,0,0.55,1,0,0.05074862,0
3,0,0.225,0,1,0.018249985,1
1,0,0.5625,1,1,0.321798367,1
1,1,0.6375,0,0,0.051822149,1
3,0,0.3,0,3,0.037589698,1
3,1,0.3625,0,0,0.014110459,0
3,1,0.5125,2,0,0.027537568,0
2,1,0.2625,1,0,0.022446505,0
1,0,0.6,0,0,0.050610428,1
3,0,0.3625,8,2,0.135752559,0
2,1,0.3,0,0,0.02537431,0
2,0,0.525,0,0,0.02537431,1
2,0,0.3375,1,0,0.0270496,1
1,1,0.3875,0,0,0.098561238,0
3,1,0.3625,0,0,0.018542765,0
3,1,0.05,1,1,0.021730754,1
3,1,0.325,0,0,0.015411575,0
1,0,0.5875,1,1,0.102578967,1
1,1,0.4125,0,0,0.00975935,0
3,1,0.5875,0,0,0.01756683,0
2,0,0.35,1,0,0.04684488,1
3,0,0.1875,0,0,0.014102261,1
3,1,0.25,0,0,0.019217722,0
3,1,0.2375,0,0,0.015411575,0
3,1,0.3625,0,0,0.015411575,0
1,0,0.7,0,1,0.162314192,1
2,0,0.3125,0,1,0.05074862,1
3,1,0.4125,0,0,0.015411575,0
3,0,0.275,0,0,0.020527231,0
2,1,0.35,0,0,0.020494635,0
3,1,0.3125,0,0,0.013760684,0
3,0,0.4875,0,5,0.056848214,0
2,1,0.3375,0,0,0.02537431,0
1,0,0.2375,0,0,0.0585561,1
3,0,0.3625,1,2,0.045771352,0
1,1,0.325,0,0,0.0585561,1
3,1,0.4,0,0,0.015126993,0
